,Annees,Classement,prenom,nombre,pourcentage
766,1976,7,SOPHIE,7617.0,0.021143180720483653
767,1976,8,KARINE,7336.0,0.020363184162461346
768,1976,9,ISABELLE,7176.0,0.019919058008427293
769,1976,10,DELPHINE,6900.0,0.019152940392718552
770,1977,1,STÉPHANIE,15053.0,0.040617588092918835
771,1977,2,CÉLINE,12018.0,0.03242823182758909
772,1977,3,SANDRINE,11061.0,0.029845953756445578
773,1977,4,VIRGINIE,9646.0,0.026027851906217706
774,1977,5,NATHALIE,8046.0,0.021710563595005977
775,1977,6,DELPHINE,7496.0,0.020226495738026946
776,1977,7,SOPHIE,7386.0,0.01992968216663114
777,1977,8,CHRISTELLE,7324.0,0.019762387244571685
778,1977,9,LAETITIA,6777.0,0.018286414303176176
779,1977,10,SEVERINE,6548.0,0.017668502413633998
780,1978,1,CÉLINE,12134.0,0.033133179873245246
781,1978,2,STÉPHANIE,12080.0,0.032985727119565066
782,1978,3,VIRGINIE,9479.0,0.025883419483969973
783,1978,4,SANDRINE,9192.0,0.025099735404225342
784,1978,5,LAETITIA,7637.0,0.020853642219546227
785,1978,6,DELPHINE,7117.0,0.019433726813737135
786,1978,7,CHRISTELLE,6569.0,0.017937354424538324
787,1978,8,SOPHIE,6557.0,0.01790458714594273
788,1978,9,NATHALIE,6540.0,0.017858166834598968
789,1978,10,CAROLINE,6254.0,0.01707721336140397
790,1979,1,CÉLINE,13703.0,0.036363974110272826
791,1979,2,STÉPHANIE,10601.0,0.028132123589214207
792,1979,3,VIRGINIE,8829.0,0.023429725419221982
793,1979,4,AURÉLIE,8794.0,0.02333684509419392
794,1979,5,SANDRINE,8038.0,0.021330630073587754
795,1979,6,LAETITIA,7785.0,0.02065923800981347
796,1979,7,DELPHINE,6863.0,0.018212504876217065
797,1979,8,SABRINA,6838.0,0.018146161786911304
798,1979,9,MARIE,6607.0,0.01753315164172609
799,1979,10,SOPHIE,6468.0,0.017164284065186067
800,1980,1,CÉLINE,12854.0,0.03229802427754089
801,1980,2,EMILIE,11607.0,0.029164708868011285
802,1980,3,AURÉLIE,11197.0,0.028134508933843574
803,1980,4,VIRGINIE,9957.0,0.025018782303677815
804,1980,5,STÉPHANIE,9321.0,0.02342071606433473
805,1980,6,LAETITIA,7451.0,0.01872199929142346
806,1980,7,MARIE,7408.0,0.018613953932474163
807,1980,8,SABRINA,7227.0,0.018159158351780613
808,1980,9,AUDREY,7169.0,0.018013422751337375
809,1980,10,SANDRINE,7148.0,0.01796065641324586
810,1981,1,CÉLINE,12506.0,0.03127477336667708
811,1981,2,AURÉLIE,12364.0,0.030919662394498282
812,1981,3,EMILIE,10821.0,0.027060956548921537
813,1981,4,VIRGINIE,8893.0,0.022239449828071273
814,1981,5,STÉPHANIE,8523.0,0.021314160675211004
815,1981,6,LAETITIA,8040.0,0.02010628321350422
816,1981,7,MARIE,7425.0,0.0185683025945608
817,1981,8,SABRINA,7356.0,0.018395748671459832
818,1981,9,AUDREY,7280.0,0.018205689277899343
819,1981,10,ELODIE,6926.0,0.017320412628946544
820,1982,1,AURÉLIE,13682.0,0.034537422693424205
821,1982,2,CÉLINE,11216.0,0.0283125078884261
822,1982,3,EMILIE,10378.0,0.0261971475451218
823,1982,4,LAETITIA,8450.0,0.021330304177710462
824,1982,5,STÉPHANIE,8038.0,0.020290294080525052
825,1982,6,ELODIE,8034.0,0.020280196895115486
826,1982,7,VIRGINIE,7902.0,0.019946989776599772
827,1982,8,AUDREY,7493.0,0.01891455256847154
828,1982,9,MARIE,7223.0,0.01823299255332576
829,1982,10,JULIE,7192.0,0.018154739366401617
830,1983,1,AURÉLIE,13929.0,0.03731135385917636
831,1983,2,EMILIE,10352.0,0.027729710327388447
832,1983,3,CÉLINE,9221.0,0.02470012161213764
833,1983,4,JULIE,8321.0,0.022289308310877054
834,1983,5,ELODIE,8134.0,0.02178839488050402
835,1983,6,STÉPHANIE,7999.0,0.021426772885314933
836,1983,7,AUDREY,7389.0,0.01979277720334942
837,1983,8,MARIE,7236.0,0.019382938942135122
838,1983,9,LAETITIA,6920.0,0.018536475605248074
839,1983,10,VIRGINIE,6585.0,0.017639117320889967
840,1984,1,AURÉLIE,12893.0,0.03395995817233105
841,1984,2,EMILIE,9737.0,0.025647104066081394
842,1984,3,CÉLINE,8997.0,0.0236979557648695
843,1984,4,ELODIE,8859.0,0.02333446594653539
844,1984,5,JULIE,8453.0,0.022265068365059672
845,1984,6,AUDREY,8289.0,0.021833094957764063
846,1984,7,MARIE,7562.0,0.019918188451032916
847,1984,8,STÉPHANIE,7092.0,0.01868021588134428
848,1984,9,LAETITIA,6861.0,0.01807176553326327
849,1984,10,VIRGINIE,5696.0,0.015003173950949947
850,1985,1,AURÉLIE,12575.0,0.03278402173261274
851,1985,2,EMILIE,11400.0,0.029720703598551508
852,1985,3,JULIE,8738.0,0.022780658600363428
853,1985,4,MARIE,7887.0,0.020562034147524187
854,1985,5,ELODIE,7830.0,0.02041343062953143
855,1985,6,CÉLINE,7620.0,0.019865943984294955
856,1985,7,AUDREY,7595.0,0.019800767002719183
857,1985,8,STÉPHANIE,7075.0,0.01844508578594315
858,1985,9,JENNIFER,6341.0,0.01653148960687852
859,1985,10,MÉLANIE,5780.0,0.01506891814031822
860,1986,1,AURÉLIE,11320.0,0.029187594756546583
861,1986,2,EMILIE,9320.0,0.024030775894965915
862,1986,3,JULIE,8970.0,0.023128332594189296
863,1986,4,ELODIE,8527.0,0.021986097216349178
864,1986,5,STÉPHANIE,8429.0,0.021733413092131726
865,1986,6,MARIE,7967.0,0.020542187935106593
866,1986,7,AUDREY,7406.0,0.019095700244433213
867,1986,8,CÉLINE,6763.0,0.01743778298043503
868,1986,9,JENNIFER,6296.0,0.016233665776255943
869,1986,10,MÉLANIE,5804.0,0.014965088336307098
870,1987,1,JULIE,9939.0,0.025917909669343903
871,1987,2,AURÉLIE,9893.0,0.02579795556482737
872,1987,3,ELODIE,8978.0,0.023411911964118078
873,1987,4,EMILIE,7657.0,0.019967143006154167
874,1987,5,MARIE,7551.0,0.019690727026181288
875,1987,6,AUDREY,6649.0,0.017338583498487534
876,1987,7,STÉPHANIE,6562.0,0.017111713779075832
877,1987,8,CÉLINE,5957.0,0.015534056534890999
878,1987,9,PAULINE,5597.0,0.014595285282152915
879,1987,10,SOPHIE,5501.0,0.01434494628142276
880,1988,1,ELODIE,11852.0,0.030758211186313996
881,1988,2,LAURA,9240.0,0.023979570651496907
882,1988,3,JULIE,8683.0,0.022534048914171823
883,1988,4,AURÉLIE,7888.0,0.020470871569156668
884,1988,5,MARIE,7354.0,0.01908503923929743
885,1988,6,AUDREY,6260.0,0.01624589959722626
886,1988,7,EMILIE,6077.0,0.01577097952912843
887,1988,8,MARION,5810.0,0.015078063364198813
888,1988,9,MARINE,5650.0,0.014662832703566832
889,1988,10,PAULINE,5535.0,0.014364385666237595
890,1989,1,ELODIE,10506.0,0.0273638643840005
891,1989,2,LAURA,8076.0,0.021034701005633736
892,1989,3,JULIE,8014.0,0.020873216178695985
893,1989,4,AURÉLIE,7630.0,0.01987305208927506
894,1989,5,MARION,7116.0,0.018534290782081436
895,1989,6,MARIE,7021.0,0.01828685435370907
896,1989,7,MARINE,5888.0,0.015335849371120782
897,1989,8,MÉLANIE,5784.0,0.015064971596902618
898,1989,9,AUDREY,5772.0,0.015033716469108213
899,1989,10,PAULINE,5729.0,0.014921718927844933
900,1990,1,ELODIE,8637.0,0.02265086150376334
901,1990,2,LAURA,7927.0,0.02078885945818363
902,1990,3,JULIE,7456.0,0.019553644016679344
903,1990,4,MARINE,6933.0,0.018182056594372033
904,1990,5,MARIE,6777.0,0.01777294065196297
905,1990,6,MARION,6453.0,0.016923238310036455
906,1990,7,PAULINE,6070.0,0.015918806220660355
907,1990,8,AURÉLIE,5965.0,0.01564343972096195
908,1990,9,CAMILLE,5499.0,0.014421336969919488
909,1990,10,MÉLANIE,5492.0,0.014402979203272928
910,1991,1,MARINE,8211.0,0.02159703938283652
911,1991,2,ELODIE,7925.0,0.020844785910239853
912,1991,3,LAURA,7287.0,0.0191666820098319
913,1991,4,JULIE,6957.0,0.01829869723375882
914,1991,5,MARIE,6699.0,0.017620090954283504
915,1991,6,MARION,6439.0,0.016936224161013806
916,1991,7,PAULINE,6091.0,0.016020894760791285
917,1991,8,CAMILLE,5700.0,0.014992464313989547
918,1991,9,ANAÏS,5422.0,0.014261252896570408
919,1991,10,MÉLANIE,5101.0,0.01341694043257205
920,1992,1,LAURA,7497.0,0.020164880239923612
921,1992,2,MARINE,7388.0,0.01987170004169076
922,1992,3,MARIE,7300.0,0.01963500410183305
923,1992,4,ELODIE,6374.0,0.017144317280148473
924,1992,5,MARION,6367.0,0.017125489194023426
925,1992,6,JULIE,6219.0,0.016727409658808184
926,1992,7,CAMILLE,6217.0,0.0167220302056296
927,1992,8,PAULINE,5818.0,0.01564882929650201
928,1992,9,ANAÏS,5429.0,0.014602525653267345
929,1992,10,JUSTINE,5402.0,0.014529903035356456
930,1993,1,LAURA,7566.0,0.02124141261289589
931,1993,2,MARINE,6977.0,0.019587805419002725
932,1993,3,MARIE,6830.0,0.019175105491155028
933,1993,4,ANAÏS,6570.0,0.018445160040540046
934,1993,5,CAMILLE,6508.0,0.018271096125393398
935,1993,6,MANON,5955.0,0.016718558301585387
936,1993,7,JULIE,5687.0,0.015966152990951485
937,1993,8,PAULINE,5642.0,0.015839816278345045
938,1993,9,MARION,5603.0,0.015730324460752797
939,1993,10,MÉLANIE,5522.0,0.015502918378061208
940,1994,1,LAURA,7937.0,0.02231606886294048
941,1994,2,MANON,7486.0,0.021048014553102234
942,1994,3,MARIE,7231.0,0.02033104371272806
943,1994,4,CAMILLE,7020.0,0.01973778548794786
944,1994,5,MARINE,6422.0,0.018056418576011563
945,1994,6,ANAÏS,6075.0,0.0170807759030318
946,1994,7,MÉLANIE,5708.0,0.016048900222963874
947,1994,8,PAULINE,5681.0,0.015972985663394845
948,1994,9,MARION,5651.0,0.01588863615276259
949,1994,10,JULIE,5532.0,0.015554049760587973
950,1995,1,MANON,8255.0,0.022627411100725556
951,1995,2,MARIE,7641.0,0.020944403176334826
952,1995,3,LAURA,7586.0,0.020793645137505038
953,1995,4,CAMILLE,7336.0,0.02010838132464236
954,1995,5,MARINE,6641.0,0.018203347924884122
955,1995,6,PAULINE,5909.0,0.016196895480822208
956,1995,7,LÉA,5507.0,0.015094991269739025
957,1995,8,ANAÏS,5479.0,0.015018241722698404
958,1995,9,MARION,5467.0,0.014985349059680996
959,1995,10,JULIE,5266.0,0.014434396954139405
960,1996,1,MANON,7623.0,0.02084575291370192
961,1996,2,MARIE,7433.0,0.020326181478098698
962,1996,3,LAURA,7429.0,0.020315243132086
963,1996,4,CAMILLE,7239.0,0.019795671696482775
964,1996,5,MARINE,6235.0,0.01705014684729522
965,1996,6,LÉA,6159.0,0.016842318273053932
966,1996,7,PAULINE,5967.0,0.01631727766444436
967,1996,8,CHLOÉ,5651.0,0.015453148329441104
968,1996,9,SARAH,5468.0,0.014952718999360107
969,1996,10,JULIE,5345.0,0.0146163648594696
970,1997,1,LÉA,7512.0,0.020716929305409238
971,1997,2,MANON,7395.0,0.020394261476770675
972,1997,3,CAMILLE,7026.0,0.019376616786449054
973,1997,4,MARIE,6800.0,0.01875334388668568
974,1997,5,CHLOÉ,6521.0,0.01798390521839372
975,1997,6,LAURA,5914.0,0.016309893492038104
976,1997,7,MARINE,5611.0,0.015474266551204902
977,1997,8,PAULINE,5460.0,0.01505783200313291
978,1997,9,SARAH,5242.0,0.014456621860883282
979,1997,10,JULIE,5020.0,0.01384438033987678
980,1998,1,LÉA,8153.0,0.022071583073670305
981,1998,2,MANON,7645.0,0.02069633908968594
982,1998,3,CAMILLE,7468.0,0.02021716943384887
983,1998,4,MARIE,6866.0,0.018587451169363462
984,1998,5,CHLOÉ,6130.0,0.016594971696504226
985,1998,6,OCÉANE,6043.0,0.01635944762838092
986,1998,7,LAURA,5552.0,0.015030225588742492
987,1998,8,SARAH,5181.0,0.014025864332722415
988,1998,9,MARINE,5069.0,0.013722660934678619
989,1998,10,PAULINE,5021.0,0.013592716621231276
990,1999,1,LÉA,9664.0,0.025937287803516458
991,1999,2,MANON,7499.0,0.020126626783792415
992,1999,3,CAMILLE,7207.0,0.019342925620855038
993,1999,4,MARIE,6321.0,0.0169649830511204
994,1999,5,CHLOÉ,6151.0,0.016508718675437677
995,1999,6,OCÉANE,5910.0,0.015861896825205116
996,1999,7,EMMA,5568.0,0.014944000257655177
997,1999,8,LAURA,5397.0,0.014485051973880206
998,1999,9,SARAH,5246.0,0.014079781851950262
999,1999,10,JULIE,4992.0,0.013398069196518434
1000,2000,1,LÉA,10686.0,0.02743306035478654
1001,2000,2,MANON,7870.0,0.020203835391369086
1002,2000,3,CAMILLE,7361.0,0.018897132441660462
1003,2000,4,CHLOÉ,7202.0,0.01848894821964932
1004,2000,5,EMMA,6867.0,0.017628937437424587
1005,2000,6,MARIE,6411.0,0.016458295895053012
1006,2000,7,OCÉANE,6283.0,0.01612969476035222
1007,2000,8,SARAH,5489.0,0.014091340846661362
1008,2000,9,LAURA,5236.0,0.013441840166354324
1009,2000,10,MATHILDE,5036.0,0.012928400893384335
1010,2001,1,LÉA,10725.0,0.02768027667372116
1011,2001,2,MANON,7593.0,0.019596861611521188
1012,2001,3,CHLOÉ,7040.0,0.018169617508904144
1013,2001,4,CAMILLE,6588.0,0.017003045475662004
1014,2001,5,EMMA,6394.0,0.01650234862953595
1015,2001,6,OCÉANE,5726.0,0.014778299695452433
1016,2001,7,MARIE,5644.0,0.014566664946058948
1017,2001,8,SARAH,5356.0,0.013823362411603778
1018,2001,9,LAURA,4594.0,0.011856707789191142
1019,2001,10,CLARA,4496.0,0.011603778454550148
1020,2002,1,LÉA,9748.0,0.02551124557060083
1021,2002,2,MANON,7584.0,0.019847895610118658
1022,2002,3,EMMA,6538.0,0.017110435324229404
1023,2002,4,CHLOÉ,6111.0,0.015992944366222984
1024,2002,5,CAMILLE,5830.0,0.015257546335310098
1025,2002,6,OCÉANE,5186.0,0.0135721501363496
1026,2002,7,CLARA,4771.0,0.01248606407646046
1027,2002,8,MARIE,4724.0,0.01236306155883446
1028,2002,9,SARAH,4626.0,0.012106588224210036
1029,2002,10,INÈS,4557.0,0.011926010060035698
1030,2003,1,LÉA,8986.0,0.023531814825095716
1031,2003,2,MANON,6925.0,0.018134633614932987
1032,2003,3,EMMA,6232.0,0.016319860893611895
1033,2003,4,CHLOÉ,5800.0,0.015188574002398748
1034,2003,5,CAMILLE,5370.0,0.014062524550496771
1035,2003,6,OCÉANE,4873.0,0.012761020881670533
1036,2003,7,INÈS,4829.0,0.01264579721682475
1037,2003,8,MARIE,4823.0,0.012630084898891234
1038,2003,9,CLARA,4706.0,0.012323694699187673
1039,2003,10,SARAH,4520.0,0.011836612843248679
1040,2004,1,LÉA,7396.0,0.019258360435474336
1041,2004,2,EMMA,6634.0,0.017274197286227252
1042,2004,3,MANON,6293.0,0.016386271257495946
1043,2004,4,CHLOÉ,5446.0,0.014180777573227858
1044,2004,5,CLARA,5374.0,0.013993297590621834
1045,2004,6,CAMILLE,5293.0,0.013782382610190057
1046,2004,7,INÈS,4673.0,0.012167971648860408
1047,2004,8,SARAH,4514.0,0.011753953353938772
1048,2004,9,OCÉANE,4471.0,0.01164198614210462
1049,2004,10,MARIE,4163.0,0.010839988438734406
1050,2005,1,EMMA,7099.0,0.018293609992294985
1051,2005,2,LÉA,6640.0,0.01711080016183106
1052,2005,3,CLARA,6035.0,0.015551758882025672
1053,2005,4,MANON,5925.0,0.015268296831151964
1054,2005,5,CHLOÉ,5270.0,0.013580409164585798
1055,2005,6,CAMILLE,5002.0,0.012889792531548037
1056,2005,7,INÈS,4674.0,0.012044560234397346
1057,2005,8,SARAH,4670.0,0.012034252523456485
1058,2005,9,JADE,4040.0,0.010410788050270707
1059,2005,10,LUCIE,4032.0,0.010390172628388983
1060,2006,1,EMMA,7104.0,0.01780089756214904
1061,2006,2,LÉA,6507.0,0.016304960647086683
1062,2006,3,CLARA,6056.0,0.01517486425061579
1063,2006,4,MANON,5575.0,0.013969595144845281
1064,2006,5,CHLOÉ,5204.0,0.013039959306506699
1065,2006,6,CAMILLE,5020.0,0.012578900022802389
1066,2006,7,INÈS,4833.0,0.012110323468168116
1067,2006,8,SARAH,4583.0,0.011483884224004651
1068,2006,9,JADE,4500.0,0.01127590639494238
1069,2006,10,LOLA,4061.0,0.010175879082191334
1070,2007,1,EMMA,6741.0,0.017123218077810178
1071,2007,2,LÉA,5832.0,0.01481421270283177
1072,2007,3,CLARA,5210.0,0.013234233227323993
1073,2007,4,CHLOÉ,5147.0,0.01307420315183044
1074,2007,5,MANON,5056.0,0.012843048598339752
1075,2007,6,INÈS,4772.0,0.012121643178654528
1076,2007,7,CAMILLE,4611.0,0.011712677430171004
1077,2007,8,SARAH,4593.0,0.01166695455145856
1078,2007,9,JADE,4523.0,0.011489143356465724
1079,2007,10,LOLA,3999.0,0.010158099553947917
1080,2008,1,EMMA,6766.0,0.017007734673306203
1081,2008,2,LÉA,5749.0,0.014451295689748353
1082,2008,3,JADE,5469.0,0.013747458014825837
1083,2008,4,MANON,5349.0,0.013445813297001903
1084,2008,5,CHLOÉ,5071.0,0.01274700303404312
1085,2008,6,INÈS,4727.0,0.011882288176281173
1086,2008,7,CAMILLE,4619.0,0.011610807930239631
1087,2008,8,CLARA,4532.0,0.011392115509817278
1088,2008,9,SARAH,4470.0,0.011236265738941579
1089,2008,10,LOLA,3642.0,0.009154917185956428
1090,2009,1,EMMA,6586.0,0.016609586450047665
1091,2009,2,JADE,5502.0,0.013875788740990321
1092,2009,3,LÉA,5286.0,0.013331046762063765
1093,2009,4,CHLOÉ,5020.0,0.012660207102830136
1094,2009,5,MANON,4939.0,0.012455928860732678
1095,2009,6,INÈS,4731.0,0.011931362510655253
1096,2009,7,CAMILLE,4304.0,0.01085448832083285
1097,2009,8,SARAH,4101.0,0.010342531738786133
1098,2009,9,ZOÉ,4040.0,0.010188692568811504
1099,2009,10,LOLA,4022.0,0.010143297403900959
1100,2010,1,EMMA,6401.0,0.01593184227949046
1101,2010,2,MANON,5044.0,0.012554321583775953
1102,2010,3,LOLA,4907.0,0.012213333864311776
1103,2010,4,JADE,4844.0,0.012056529292587374
1104,2010,5,CAMILLE,4155.0,0.010341634849442722
1105,2010,6,SARAH,4131.0,0.010281899774500091
1106,2010,7,LOUISE,3924.0,0.009766684753119913
1107,2010,8,LILOU,3811.0,0.009485432108598367
1108,2010,9,LÉA,3406.0,0.008477402718941495
1109,2010,10,CLARA,3324.0,0.008273307879554177
1110,2011,1,EMMA,5924.0,0.014934478881477111
1111,2011,2,MANON,4834.0,0.012186575103487569
1112,2011,3,JADE,4621.0,0.011649599411091447
1113,2011,4,LOLA,4409.0,0.011115144731335683
1114,2011,5,CAMILLE,3901.0,0.009834470310034135
1115,2011,6,LOUISE,3872.0,0.00976136094346377
1116,2011,7,SARAH,3620.0,0.00912606575809371
1117,2011,8,LILOU,3464.0,0.00873278778619796
1118,2011,9,LINA,3348.0,0.008440350319916504
1119,2011,10,CHLOÉ,3131.0,0.007893290576958954
1120,2012,1,EMMA,5183.0,0.013135086367691185
1121,2012,2,LOUISE,4443.0,0.011259731570837726
1122,2012,3,MANON,4342.0,0.01100377098369962
1123,2012,4,JADE,4159.0,0.010540000810964236
1124,2012,5,CHLOÉ,4157.0,0.010534932284486254
1125,2012,6,LOLA,4014.0,0.010172532641310518
1126,2012,7,LÉA,3729.0,0.009450267618198038
1127,2012,8,CAMILLE,3708.0,0.009397048090179223
1128,2012,9,LINA,3451.0,0.008745742437758495
1129,2012,10,SARAH,3306.0,0.008378274268104776
1130,2013,1,EMMA,4789.0,0.01227011155578558
1131,2013,2,LOUISE,4482.0,0.011483533095224674
1132,2013,3,CHLOÉ,4315.0,0.011055654909838123
1133,2013,4,JADE,4225.0,0.010825061875797468
1134,2013,5,MANON,3998.0,0.01024345500105048
1135,2013,6,LÉA,3965.0,0.01015890422190224
1136,2013,7,LOLA,3764.0,0.009643913112544774
1137,2013,8,CAMILLE,3451.0,0.008841961783047825
1138,2013,9,INÈS,3338.0,0.008552439418085669
1139,2013,10,LINA,3301.0,0.008457640059646731
1140,2014,1,JADE,4694.0,0.012008155517637458
1141,2014,2,LOUISE,4641.0,0.011872571316010959
1142,2014,3,EMMA,4499.0,0.011509307983351284
1143,2014,4,CHLOÉ,3864.0,0.009884855756316816
1144,2014,5,MANON,3828.0,0.009792760826910139
1145,2014,6,LÉA,3537.0,0.009048326814206155
1146,2014,7,LOLA,3515.0,0.00899204657956874
1147,2014,8,LINA,3349.0,0.008567386627304613
1148,2014,9,ALICE,3241.0,0.008291101839084576
1149,2014,10,CAMILLE,3189.0,0.008158075829941597
1150,2015,1,LOUISE,4540.0,0.01195425784860222
1151,2015,2,EMMA,4399.0,0.011582991250220522
1152,2015,3,JADE,4292.0,0.011301249930881219
1153,2015,4,CHLOÉ,3598.0,0.009473880999839382
1154,2015,5,MANON,3530.0,0.00929483044175459
1155,2015,6,ALICE,3336.0,0.00878400973192445
1156,2015,7,LINA,3191.0,0.008402210747773059
1157,2015,8,LÉA,3100.0,0.00816259897151253
1158,2015,9,LOLA,3061.0,0.008059908210258017
1159,2015,10,CAMILLE,3020.0,0.007951951256118658
